,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalCode,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionCode,interRegionName,country,m49,ldc,lldc,sids,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
30,Iceland,ISL,3.299900249,43048.12515,330243,309974,20841,93.7,6.3000002,82.46829268,36,1,World,150,Europe,154,Northern Europe,,,Iceland,352,,,,Developed,Iceland,1727,8,1077,642,8,5061,23,37386,109558,341237,30,60,10,50,28,67,1585785600,1220,20,7.106606138,0.003575228,-5.633726392,8.529319371,9.63E-07,-1520.872506,0.945918612,3.34E-17,5.84E-08,9.63E-07,-1533.612839,0.945918612,3.34E-17,5.84E-08
35,Iceland,ISL,3.299900249,43048.12515,330243,309974,20841,93.7,6.3000002,82.46829268,36,1,World,150,Europe,154,Northern Europe,,,Iceland,352,,,,Developed,Iceland,1727,8,1077,642,8,5061,23,37386,109558,341237,30,60,10,50,28,67,1584921600,568,10,6.342121419,0.001664532,-6.398211111,8.529319371,9.63E-07,-1520.872506,0.945918612,3.34E-17,5.84E-08,9.63E-07,-1533.612839,0.945918612,3.34E-17,5.84E-08
38,Iceland,ISL,3.299900249,43048.12515,330243,309974,20841,93.7,6.3000002,82.46829268,36,1,World,150,Europe,154,Northern Europe,,,Iceland,352,,,,Developed,Iceland,1727,8,1077,642,8,5061,23,37386,109558,341237,30,60,10,50,28,67,1584489600,247,5,5.509388337,0.000723837,-7.230944193,8.529319371,9.63E-07,-1520.872506,0.945918612,3.34E-17,5.84E-08,9.63E-07,-1533.612839,0.945918612,3.34E-17,5.84E-08
20,Israel,ISR,387.2504621,32024.35277,8064547,7724692,655408,92.179,7.8210001,82.05121951,30.200001,1,World,142,Asia,145,Western Asia,,,Israel,376,,,,Developed,Israel,12501,130,2563,9808,180,1444,15,117339,13557,8657202,13,54,47,81,38,,1586736000,11145,30,9.318746246,0.001287367,-6.655155888,7.275172319,1.62E-06,-2555.367765,0.959415665,1.34E-18,8.53E-08,1.62E-06,-2571.341667,0.959415665,1.34E-18,8.53E-08
36,Israel,ISR,387.2504621,32024.35277,8064547,7724692,655408,92.179,7.8210001,82.05121951,30.200001,1,World,142,Asia,145,Western Asia,,,Israel,376,,,,Developed,Israel,12501,130,2563,9808,180,1444,15,117339,13557,8657202,13,54,47,81,38,,1585872000,6252,20,8.740656692,0.000722173,-7.233245442,7.275172319,1.62E-06,-2555.367765,0.959415665,1.34E-18,8.53E-08,1.62E-06,-2571.341667,0.959415665,1.34E-18,8.53E-08
41,Israel,ISR,387.2504621,32024.35277,8064547,7724692,655408,92.179,7.8210001,82.05121951,30.200001,1,World,142,Asia,145,Western Asia,,,Israel,376,,,,Developed,Israel,12501,130,2563,9808,180,1444,15,117339,13557,8657202,13,54,47,81,38,,1585008000,1442,10,7.273786318,0.000166567,-8.700115816,7.275172319,1.62E-06,-2555.367765,0.959415665,1.34E-18,8.53E-08,1.62E-06,-2571.341667,0.959415665,1.34E-18,8.53E-08
44,Israel,ISR,387.2504621,32024.35277,8064547,7724692,655408,92.179,7.8210001,82.05121951,30.200001,1,World,142,Asia,145,Western Asia,,,Israel,376,,,,Developed,Israel,12501,130,2563,9808,180,1444,15,117339,13557,8657202,13,54,47,81,38,,1584576000,433,5,6.070737728,5.00E-05,-9.903164406,7.275172319,1.62E-06,-2555.367765,0.959415665,1.34E-18,8.53E-08,1.62E-06,-2571.341667,0.959415665,1.34E-18,8.53E-08
5,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1585958400,119827,40,11.69380431,0.001982183,-6.223556732,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
9,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1585526400,97689,35,11.48954424,0.001615975,-6.427816805,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
21,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1585094400,69176,30,11.14440926,0.001144312,-6.772951786,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
37,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1584230400,21157,20,9.959726099,0.00034998,-7.957634948,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
42,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1583366400,3089,10,8.035602693,5.11E-05,-9.881758354,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
45,Italy,ITA,206.4682872,34302.0374,59504212,42247229,18483353,69.565,30.434999,82.54390244,45.900002,1,World,150,Europe,39,Southern Europe,,,Italy,380,,,,Developed,Italy,165155,21645,38092,105418,3079,2732,358,1117404,18481,60452050,50,76,70,75,61,30,1582934400,888,5,6.788971743,1.47E-05,-11.1283893,7.912789221,1.46E-06,-2301.920838,0.941197661,3.25E-25,7.41E-08,1.46E-06,-2319.838199,0.941197661,3.25E-25,7.41E-08
39,Jordan,JOR,103.1685289,8491.050311,9159302,8266820,892482,90.256,9.7440004,74.182,22.1,1,World,142,Asia,145,Western Asia,,,Jordan,400,,,,Developing,Jordan,401,7,250,144,5,39,0.7,20500,2009,10282051,70,30,45,65,16,43,1586736000,389,20,5.963579344,3.78E-05,-10.18233097,3.663561646,5.78E-07,-910.8648739,0.916005196,8.71E-10,5.52E-08,5.78E-07,-927.0107842,0.916005196,8.71E-10,5.52E-08
44,Jordan,JOR,103.1685289,8491.050311,9159302,8266820,892482,90.256,9.7440004,74.182,22.1,1,World,142,Asia,145,Western Asia,,,Jordan,400,,,,Developing,Jordan,401,7,250,144,5,39,0.7,20500,2009,10282051,70,30,45,65,16,43,1585872000,299,10,5.700443573,2.91E-05,-10.44546674,3.663561646,5.78E-07,-910.8648739,0.916005196,8.71E-10,5.52E-08,5.78E-07,-927.0107842,0.916005196,8.71E-10,5.52E-08
47,Jordan,JOR,103.1685289,8491.050311,9159302,8266820,892482,90.256,9.7440004,74.182,22.1,1,World,142,Asia,145,Western Asia,,,Jordan,400,,,,Developing,Jordan,401,7,250,144,5,39,0.7,20500,2009,10282051,70,30,45,65,16,43,1585440000,235,5,5.459585514,2.29E-05,-10.6863248,3.663561646,5.78E-07,-910.8648739,0.916005196,8.71E-10,5.52E-08,5.78E-07,-927.0107842,0.916005196,8.71E-10,5.52E-08
6,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1585785600,2178,40,7.686162303,1.72E-05,-10.97237673,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
10,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1585353600,1499,35,7.312553498,1.18E-05,-11.34598553,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
22,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1584921600,1089,30,6.993015123,8.58E-06,-11.66552391,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
38,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1584057600,675,20,6.514712691,5.32E-06,-12.14382634,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
43,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1583193600,254,10,5.537334267,2.00E-06,-13.12120476,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
46,Japan,JPN,348.7519201,37882.98062,127974958,116182717,10958283,91.381,8.6190004,83.79390244,46.299999,1,World,142,Asia,30,Eastern Asia,,,Japan,392,,,,Developed,Japan,8626,178,901,7547,168,68,1,94236,745,126852941,54,46,95,92,88,42,1582761600,186,5,5.225746674,1.47E-06,-13.43279235,4.219507705,8.72E-07,-1375.22329,0.995190853,3.78E-54,1.19E-08,8.72E-07,-1393.881829,0.995190853,3.78E-54,1.19E-08
45,Kenya,KEN,82.99585164,2835.99661,47236259,12119879,35116380,25.658,74.342003,66.695,19,1,World,2,Africa,202,Sub-Saharan Africa,14,,Kenya,404,,,,Developing,Kenya,225,10,53,162,2,4,0.2,9630,179,56250000,70,25,60,50,,,1586736000,197,10,5.283203729,3.50E-06,-12.56211287,1.386294361,6.24E-07,-985.4930536,0.963760923,1.18E-07,5.21E-08,6.24E-07,-1003.33837,0.963760923,1.18E-07,5.21E-08
48,Kenya,KEN,82.99585164,2835.99661,47236259,12119879,35116380,25.658,74.342003,66.695,19,1,World,2,Africa,202,Sub-Saharan Africa,14,,Kenya,404,,,,Developing,Kenya,225,10,53,162,2,4,0.2,9630,179,56250000,70,25,60,50,,,1586304000,172,5,5.147494477,3.06E-06,-12.69782212,1.386294361,6.24E-07,-985.4930536,0.963760923,1.18E-07,5.21E-08,6.24E-07,-1003.33837,0.963760923,1.18E-07,5.21E-08
47,Kyrgyzstan,KGZ,31.05787278,3237.602937,5865401,2131200,3825700,35.777,64.223,70.65121951,25.299999,1,World,142,Asia,143,Central Asia,,,Kyrgyzstan,417,,1,,Developing,Kyrgyzstan,449,5,78,366,5,69,0.8,26147,4008,6507246,,,,,66,39,1586563200,339,10,5.826000107,5.21E-05,-9.862426776,4.234106505,1.30E-06,-2055.205022,0.984771789,2.92E-11,6.36E-08,1.30E-06,-2070.893448,0.984771789,2.92E-11,6.36E-08
50,Kyrgyzstan,KGZ,31.05787278,3237.602937,5865401,2131200,3825700,35.777,64.223,70.65121951,25.299999,1,World,142,Asia,143,Central Asia,,,Kyrgyzstan,417,,1,,Developing,Kyrgyzstan,449,5,78,366,5,69,0.8,26147,4008,6507246,,,,,66,39,1586131200,216,5,5.375278408,3.32E-05,-10.31314848,4.234106505,1.30E-06,-2055.205022,0.984771789,2.92E-11,6.36E-08,1.30E-06,-2070.893448,0.984771789,2.92E-11,6.36E-08
8,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1585699200,9786,40,9.188708072,0.00019087,-8.563918629,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
15,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1585267200,9332,35,9.141204633,0.000182015,-8.611422067,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
35,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1584835200,8897,30,9.09346942,0.00017353,-8.65915728,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
68,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1583971200,7869,20,8.970686269,0.00015348,-8.781940432,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
79,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1583107200,4212,10,8.345692873,8.22E-05,-9.406933827,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
82,South Korea,KOR,523.3375769,34177.65447,50593662,41645542,9369405,81.634,18.365999,82.02439024,40.799999,1,World,142,Asia,30,Eastern Asia,,,South Korea,410,,,,Developing,South Korea,10613,229,7757,2627,55,207,4,538775,10509,51270531,60,18,39,85,100,29,1582675200,1146,5,7.044032897,2.24E-05,-10.7085938,5.332718793,5.22E-07,-818.8630525,0.759509784,1.79E-11,6.14E-08,5.22E-07,-836.6156792,0.759509784,1.79E-11,6.14E-08
23,Kuwait,KWT,220.8638608,68476.32504,3935794,3935794,0,100,0,74.577,33.400002,1,World,142,Asia,145,Western Asia,,,Kuwait,414,,,,Developing,Kuwait,1405,3,206,1196,31,329,0.7,,,4270517,90,25,40,80,,,1586736000,1234,30,7.118016204,0.000288958,-8.149229251,5.796057751,9.65E-07,-1523.818646,0.978984493,5.70E-23,3.61E-08,9.65E-07,-1539.085891,0.978984493,5.70E-23,3.61E-08
40,Kuwait,KWT,220.8638608,68476.32504,3935794,3935794,0,100,0,74.577,33.400002,1,World,142,Asia,145,Western Asia,,,Kuwait,414,,,,Developing,Kuwait,1405,3,206,1196,31,329,0.7,,,4270517,90,25,40,80,,,1585872000,342,20,5.834810737,8.01E-05,-9.432434718,5.796057751,9.65E-07,-1523.818646,0.978984493,5.70E-23,3.61E-08,9.65E-07,-1539.085891,0.978984493,5.70E-23,3.61E-08
46,Kuwait,KWT,220.8638608,68476.32504,3935794,3935794,0,100,0,74.577,33.400002,1,World,142,Asia,145,Western Asia,,,Kuwait,414,,,,Developing,Kuwait,1405,3,206,1196,31,329,0.7,,,4270517,90,25,40,80,,,1585008000,189,10,5.241747015,4.43E-05,-10.02549844,5.796057751,9.65E-07,-1523.818646,0.978984493,5.70E-23,3.61E-08,9.65E-07,-1539.085891,0.978984493,5.70E-23,3.61E-08
49,Kuwait,KWT,220.8638608,68476.32504,3935794,3935794,0,100,0,74.577,33.400002,1,World,142,Asia,145,Western Asia,,,Kuwait,414,,,,Developing,Kuwait,1405,3,206,1196,31,329,0.7,,,4270517,90,25,40,80,,,1584576000,142,5,4.955827058,3.33E-05,-10.3114184,5.796057751,9.65E-07,-1523.818646,0.978984493,5.70E-23,3.61E-08,9.65E-07,-1539.085891,0.978984493,5.70E-23,3.61E-08
70,Sri Lanka,LKA,334.3326423,11079.71068,20714040,3827553,17138447,18.256,81.744003,75.088,32.299999,1,World,142,Asia,34,Southern Asia,,,Sri Lanka,144,,,,Developing,Sri Lanka,238,7,63,168,1,11,0.3,4768,223,21636364,80,35,10,45,45,,1586822400,218,20,5.384495063,1.01E-05,-11.50539091,2.397895273,4.80E-07,-755.7125462,0.991220852,4.73E-19,1.43E-08,4.80E-07,-772.6024322,0.991220852,4.73E-19,1.43E-08
81,Sri Lanka,LKA,334.3326423,11079.71068,20714040,3827553,17138447,18.256,81.744003,75.088,32.299999,1,World,142,Asia,34,Southern Asia,,,Sri Lanka,144,,,,Developing,Sri Lanka,238,7,63,168,1,11,0.3,4768,223,21636364,80,35,10,45,45,,1585958400,151,10,5.017279837,6.98E-06,-11.87260614,2.397895273,4.80E-07,-755.7125462,0.991220852,4.73E-19,1.43E-08,4.80E-07,-772.6024322,0.991220852,4.73E-19,1.43E-08
84,Sri Lanka,LKA,334.3326423,11079.71068,20714040,3827553,17138447,18.256,81.744003,75.088,32.299999,1,World,142,Asia,34,Southern Asia,,,Sri Lanka,144,,,,Developing,Sri Lanka,238,7,63,168,1,11,0.3,4768,223,21636364,80,35,10,45,45,,1585526400,120,5,4.787491743,5.55E-06,-12.10239423,2.397895273,4.80E-07,-755.7125462,0.991220852,4.73E-19,1.43E-08,4.80E-07,-772.6024322,0.991220852,4.73E-19,1.43E-08
42,Lithuania,LTU,46.37023912,27045.71302,2931926,1952971,951939,67.23,32.77,74.32195122,42.700001,1,World,150,Europe,154,Northern Europe,,,Lithuania,440,,,,Developed,Lithuania,1091,30,138,923,14,401,11,44677,16412,2720698,42,60,19,65,82,16,1586563200,999,20,6.906754779,0.000367185,-7.909644244,5.993961427,1.03E-06,-1620.973991,0.947918529,6.45E-13,7.19E-08,1.03E-06,-1635.79039,0.947918529,6.45E-13,7.19E-08
49,Lithuania,LTU,46.37023912,27045.71302,2931926,1952971,951939,67.23,32.77,74.32195122,42.700001,1,World,150,Europe,154,Northern Europe,,,Lithuania,440,,,,Developed,Lithuania,1091,30,138,923,14,401,11,44677,16412,2720698,42,60,19,65,82,16,1585699200,533,10,6.278521424,0.000195906,-8.537877599,5.993961427,1.03E-06,-1620.973991,0.947918529,6.45E-13,7.19E-08,1.03E-06,-1635.79039,0.947918529,6.45E-13,7.19E-08
52,Lithuania,LTU,46.37023912,27045.71302,2931926,1952971,951939,67.23,32.77,74.32195122,42.700001,1,World,150,Europe,154,Northern Europe,,,Lithuania,440,,,,Developed,Lithuania,1091,30,138,923,14,401,11,44677,16412,2720698,42,60,19,65,82,16,1585267200,299,5,5.700443573,0.000109898,-9.11595545,5.993961427,1.03E-06,-1620.973991,0.947918529,6.45E-13,7.19E-08,1.03E-06,-1635.79039,0.947918529,6.45E-13,7.19E-08
43,Luxembourg,LUX,219.9243243,94088.59223,566741,513663,55941,90.179,9.8210001,82.29268293,39.299999,1,World,150,Europe,155,Western Europe,,,Luxembourg,442,,,,Developed,Luxembourg,3373,69,526,2778,33,5388,110,30723,49080,626021,40,60,50,70,64,56,1586217600,2843,20,7.952615112,0.004541381,-5.394524084,8.591929538,1.05E-06,-1661.808362,0.891681896,8.59E-11,1.03E-07,1.05E-06,-1675.155502,0.891681896,8.59E-11,1.03E-07
50,Luxembourg,LUX,219.9243243,94088.59223,566741,513663,55941,90.179,9.8210001,82.29268293,39.299999,1,World,150,Europe,155,Western Europe,,,Luxembourg,442,,,,Developed,Luxembourg,3373,69,526,2778,33,5388,110,30723,49080,626021,40,60,50,70,64,56,1585353600,1605,10,7.380879036,0.002563812,-5.96626016,8.591929538,1.05E-06,-1661.808362,0.891681896,8.59E-11,1.03E-07,1.05E-06,-1675.155502,0.891681896,8.59E-11,1.03E-07
53,Luxembourg,LUX,219.9243243,94088.59223,566741,513663,55941,90.179,9.8210001,82.29268293,39.299999,1,World,150,Europe,155,Western Europe,,,Luxembourg,442,,,,Developed,Luxembourg,3373,69,526,2778,33,5388,110,30723,49080,626021,40,60,50,70,64,56,1584921600,798,5,6.682108597,0.001274718,-6.665030598,8.591929538,1.05E-06,-1661.808362,0.891681896,8.59E-11,1.03E-07,1.05E-06,-1675.155502,0.891681896,8.59E-11,1.03E-07
41,Latvia,LVA,31.80326472,23018.81611,1992663,1344323,633204,67.98,32.02,74.4804878,42.5,1,World,150,Europe,154,Northern Europe,,,Latvia,428,,,,Developed,Latvia,666,5,44,617,3,353,3,29896,15850,1886686,44,70,9,63,69,13,1586476800,589,20,6.378426184,0.000312188,-8.071906225,5.866468057,7.97E-07,-1257.322654,0.948403263,1.80E-13,5.44E-08,7.97E-07,-1271.772986,0.948403263,1.80E-13,5.44E-08
48,Latvia,LVA,31.80326472,23018.81611,1992663,1344323,633204,67.98,32.02,74.4804878,42.5,1,World,150,Europe,154,Northern Europe,,,Latvia,428,,,,Developed,Latvia,666,5,44,617,3,353,3,29896,15850,1886686,44,70,9,63,69,13,1585612800,376,10,5.929589143,0.000199291,-8.520743265,5.866468057,7.97E-07,-1257.322654,0.948403263,1.80E-13,5.44E-08,7.97E-07,-1271.772986,0.948403263,1.80E-13,5.44E-08
51,Latvia,LVA,31.80326472,23018.81611,1992663,1344323,633204,67.98,32.02,74.4804878,42.5,1,World,150,Europe,154,Northern Europe,,,Latvia,428,,,,Developed,Latvia,666,5,44,617,3,353,3,29896,15850,1886686,44,70,9,63,69,13,1585180800,221,5,5.398162702,0.000117137,-9.052169707,5.866468057,7.97E-07,-1257.322654,0.948403263,1.80E-13,5.44E-08,7.97E-07,-1271.772986,0.948403263,1.80E-13,5.44E-08
49,Morocco,MAR,77.98190007,7296.934401,34803322,21163552,13639770,60.809,39.191002,75.573,27.9,1,World,2,Africa,15,Northern Africa,,,Morocco,504,,,,Developing,Morocco,2024,127,229,1668,1,55,3,10392,282,36800000,70,46,53,68,14,25,1586649600,1545,20,7.342779189,4.20E-05,-10.07822921,4.007333185,1.35E-06,-2132.177382,0.974272127,1.00E-15,6.65E-08,1.35E-06,-2149.59839,0.974272127,1.00E-15,6.65E-08
57,Morocco,MAR,77.98190007,7296.934401,34803322,21163552,13639770,60.809,39.191002,75.573,27.9,1,World,2,Africa,15,Northern Africa,,,Morocco,504,,,,Developing,Morocco,2024,127,229,1668,1,55,3,10392,282,36800000,70,46,53,68,14,25,1585785600,654,10,6.483107351,1.78E-05,-10.93790105,4.007333185,1.35E-06,-2132.177382,0.974272127,1.00E-15,6.65E-08,1.35E-06,-2149.59839,0.974272127,1.00E-15,6.65E-08
60,Morocco,MAR,77.98190007,7296.934401,34803322,21163552,13639770,60.809,39.191002,75.573,27.9,1,World,2,Africa,15,Northern Africa,,,Morocco,504,,,,Developing,Morocco,2024,127,229,1668,1,55,3,10392,282,36800000,70,46,53,68,14,25,1585353600,345,5,5.843544417,9.38E-06,-11.57746399,4.007333185,1.35E-06,-2132.177382,0.974272127,1.00E-15,6.65E-08,1.35E-06,-2149.59839,0.974272127,1.00E-15,6.65E-08
48,Moldova,MDA,123.806319,4746.784911,4065980,1510140,2043968,42.49,57.509998,71.468,35.599998,1,World,150,Europe,151,Eastern Europe,,,Moldova,498,,,,Developed,Moldova,2049,46,171,1832,80,508,11,6271,1555,4033465,,,,,71,19,1586736000,1662,20,7.415776975,0.000412053,-7.794359391,6.230481448,1.58E-06,-2505.273124,0.992568948,1.07E-20,4.24E-08,1.58E-06,-2520.483261,0.992568948,1.07E-20,4.24E-08
55,Moldova,MDA,123.806319,4746.784911,4065980,1510140,2043968,42.49,57.509998,71.468,35.599998,1,World,150,Europe,151,Eastern Europe,,,Moldova,498,,,,Developed,Moldova,2049,46,171,1832,80,508,11,6271,1555,4033465,,,,,71,19,1585872000,505,10,6.224558429,0.000125203,-8.985577937,6.230481448,1.58E-06,-2505.273124,0.992568948,1.07E-20,4.24E-08,1.58E-06,-2520.483261,0.992568948,1.07E-20,4.24E-08
58,Moldova,MDA,123.806319,4746.784911,4065980,1510140,2043968,42.49,57.509998,71.468,35.599998,1,World,150,Europe,151,Eastern Europe,,,Moldova,498,,,,Developed,Moldova,2049,46,171,1832,80,508,11,6271,1555,4033465,,,,,71,19,1585440000,231,5,5.442417711,5.73E-05,-9.767718655,6.230481448,1.58E-06,-2505.273124,0.992568948,1.07E-20,4.24E-08,1.58E-06,-2520.483261,0.992568948,1.07E-20,4.24E-08
47,Mexico,MEX,64.76038427,16938.60541,125890949,99812639,26078310,79.285,20.715,76.933,27.5,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Mexico,484,,,,Developing,Mexico,5847,449,2125,3273,207,45,3,40091,311,129933333,81,30,69,82,24,97,1586304000,2785,20,7.932003152,2.14E-05,-10.7505289,3.80666249,1.57E-06,-2476.343756,0.991000523,3.07E-24,4.15E-08,1.57E-06,-2495.026288,0.991000523,3.07E-24,4.15E-08
54,Mexico,MEX,64.76038427,16938.60541,125890949,99812639,26078310,79.285,20.715,76.933,27.5,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Mexico,484,,,,Developing,Mexico,5847,449,2125,3273,207,45,3,40091,311,129933333,81,30,69,82,24,97,1585440000,848,10,6.742880636,6.53E-06,-11.93965142,3.80666249,1.57E-06,-2476.343756,0.991000523,3.07E-24,4.15E-08,1.57E-06,-2495.026288,0.991000523,3.07E-24,4.15E-08
57,Mexico,MEX,64.76038427,16938.60541,125890949,99812639,26078310,79.285,20.715,76.933,27.5,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Mexico,484,,,,Developing,Mexico,5847,449,2125,3273,207,45,3,40091,311,129933333,81,30,69,82,24,97,1585008000,367,5,5.905361848,2.82E-06,-12.77717021,3.80666249,1.57E-06,-2476.343756,0.991000523,3.07E-24,4.15E-08,1.57E-06,-2495.026288,0.991000523,3.07E-24,4.15E-08
44,Macedonia,MKD,82.44678826,12759.8166,2079308,1193689,885619,57.408,42.591999,75.549,37.400002,1,World,150,Europe,39,Southern Europe,,,Macedonia,807,,1,,Developed,Macedonia,974,45,98,831,15,468,22,9262,4446,2081197,,,,,62,35,1586649600,760,20,6.633318433,0.000365174,-7.915135334,6.148468296,1.02E-06,-1613.590278,0.992217097,2.11E-21,2.73E-08,1.02E-06,-1628.138732,0.992217097,2.11E-21,2.73E-08
